UML ID;Group Name;Parent Company;Mill Name;RSPO Status;RSPO type;Date RSPO Certification Status;Latitude;Longitude;GPS coordinates;ISO;Country;Province;District;Confidence level;Alternative name
PO1000000323;SIME DARBY;LAGUNA MANDIRI;RANTAU FACTORY;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;-2.439.167;116.114.167;-2.439167, 116.114167;IDN;Indonesia;Kalimantan Selatan;Kota Baru;1-Fully Verified;
PO1000000324;SIME DARBY;LANGGENG MUARA MAKMUR;BEBUNGA;RSPO Certified;RSPO Certified, IP;13/01/2026;-2.373.611;116.329.722;-2.373611, 116.329722;IDN;Indonesia;Kalimantan Selatan;Kota Baru;1-Fully Verified;
PO1000000325;SIME DARBY;LADANGRUMPUN SUBURABADI;ANGSANA;Not RSPO Certified;;13/01/2026;-3.614.333;115.610.833;-3.614333, 115.610833;IDN;Indonesia;Kalimantan Selatan;Tanah Bumbu;1-Fully Verified;
PO1000000326;SIME DARBY;LAHAN TANI SAKTI;ALUR DUMAI;RSPO Certified;RSPO Certified, IP;13/01/2026;1.561.111;100.541.667;1.561111, 100.541667;IDN;Indonesia;Riau;Rokan Hilir;1-Fully Verified;
PO1000000327;SIME DARBY;PARIPURNA SWAKARSA;PONDOK LABU;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;-2.481.389;1.165.125;-2.481389, 116.5125;IDN;Indonesia;Kalimantan Selatan;Kota Baru;1-Fully Verified;
PO1000000328;SIME DARBY;SWADAYA ANDIKA;SELABAK;Not RSPO Certified;;13/01/2026;-2.507.222;116.206.389;-2.507222, 116.206389;IDN;Indonesia;Kalimantan Selatan;Kota Baru;1-Fully Verified;
PO1000000329;SIME DARBY;SAJANG HEULANG;ANGSANA MINI;Not RSPO Certified;;13/01/2026;-3.672.783;115.621.933;-3.672783, 115.621933;IDN;Indonesia;Kalimantan Selatan;Tanah Bumbu;1-Fully Verified;
PO1000000330;SIME DARBY;TUNGGAL MITRA PLANTATIONS;MANGGALA;RSPO Certified;RSPO Certified, MB;13/01/2026;1.520.525;1.007.319;1.520525, 100.7319;IDN;Indonesia;Riau;Rokan Hilir;1-Fully Verified;
PO1000000331;SIME DARBY;TAMACO GRAHA KRIDA;UNGKAYA;RSPO Certified;RSPO Certified, MB;13/01/2026;-2.222.778;121.563.611;-2.222778, 121.563611;IDN;Indonesia;Sulawesi Tengah;Morowali;1-Fully Verified;
PO1000000338;BOUSTEAD PLANTATIONS BERHAD;BOUSTEAD PLANTATIONS BHD;SUNGAI JERNIH;RSPO Certified;RSPO Certified, IP;13/01/2026;3.337;103.099.972;3.337, 103.099972;MYS;Malaysia;Pahang;Pekan;1-Fully Verified;
PO1000000340;KERESA PLANTATIONS SDN BHD;KERESA MILL SDN BHD;KERESA;RSPO Certified;RSPO Certified, MB;13/01/2026;3.164.113;113.600.176;3.164113, 113.600176;MYS;Malaysia;Sarawak;Bintulu;1-Fully Verified;
PO1000000345;ROYAL GOLDEN EAGLE;INTI INDOSAWIT SUBUR;TUNGKAL ULU;RSPO Certified;RSPO Certified, MB;13/01/2026;-1.301.383;10.297.935;-1.301383, 102.97935;IDN;Indonesia;Jambi;Tanjung Jabung B;3-Low Confidence;
PO1000000347;SIME DARBY;SIME DARBY PLANTATION BHD;KEMPAS (SOU 17);Not RSPO Certified;;13/01/2026;2.243.522;102.481.386;2.243522, 102.481386;MYS;Malaysia;Melaka;Jasin;1-Fully Verified;
PO1000000352;SOCFIN S.A.;SOCFIN INDONESIA;TANAH GAMBUS;RSPO Certified;RSPO Certified, IP;13/01/2026;3.204.167;99.403.889;3.204167, 99.403889;IDN;Indonesia;Sumatera Utara;Batu Bara;1-Fully Verified;
PO1000000354;DHARMA SATYA NUSANTARA (DSN);SWAKARSA SINAR SENTOSA;PKS-1;Not RSPO Certified;;13/01/2026;1.124.295;116.851.821;1.124295, 116.851821;IDN;Indonesia;Kalimantan Timur;Kutai Timur;1-Fully Verified;
PO1000000355;MUSIM MAS;MUSIM MAS HOLDINGS PTE LTD;PANGKALAN LESUNG;RSPO Certified;RSPO Certified, IP;13/01/2026;0.05444;102.075;;IDN;Indonesia;Riau;Pelalawan;2-High Confidence;
PO1000000382;ROYAL GOLDEN EAGLE;INTI INDOSAWIT SUBUR;BUATAN II;Not RSPO Certified;;13/01/2026;0.46;101.867.361;0.460000, 101.867361;IDN;Indonesia;Riau;Pelalawan;1-Fully Verified;
PO1000000407;AGROPALMA;AGROPALMA;CRAI;Not RSPO Certified;;13/01/2026;-25.267.611;-48.796.625;-2.5267611, -48.796625;BRA;Brazil;Pará;Tailândia;1-Fully Verified;
PO1000000408;AGROPALMA;AGROPALMA;AGROPALMA;Not RSPO Certified;;13/01/2026;-2.542.728;-48.705.328;-2.542728, -48.705328;BRA;Brazil;Pará;Tailândia;1-Fully Verified;
PO1000000411;KUALA LUMPUR KEPONG (KLK);ADEI PLANTATION AND INDUSTRY;MANDAU;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;1.081.944;101.333.361;1.081944, 101.333361;IDN;Indonesia;Riau;Bengkalis;1-Fully Verified;
PO1000000427;KUALA LUMPUR KEPONG (KLK);KL-KEPONG (SABAH) SDN BHD;PINANG;RSPO Certified;RSPO Certified, IP;13/01/2026;4.450.414;118.278.194;4.450414, 118.278194;MYS;Malaysia;Sabah;Semporna;1-Fully Verified;
PO1000000428;KUALA LUMPUR KEPONG (KLK);KL-KEPONG (SABAH) SDN BHD;MILL 2;RSPO Certified;RSPO Certified, IP;13/01/2026;44.550.861;118.223.825;4.4550861, 118.223825;MYS;Malaysia;Sabah;Tawau;1-Fully Verified;
PO1000000438;LAM SOON (THAILAND);LAM SOON (THAILAND);TRANG PLANT;Not RSPO Certified;;13/01/2026;7.71;993.205;7.71, 99.3205;THA;Thailand;Trang;Sikao;1-Fully Verified;
PO1000000451;SOCFIN S.A.;SOCFIN INDONESIA;BANGUN BANDAR MILL;RSPO Certified;RSPO Certified, IP;13/01/2026;333.166;99.043.333;3.33166, 99.043333;IDN;Indonesia;Sumatera Utara;Serdang Bedagai;1-Fully Verified;
PO1000000505;KECK SENG (M) BERHAD;KECK SENG (M) BHD;MASAI;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;1.540.525;103.964.953;1.540525, 103.964953;MYS;Malaysia;Johor;Johor Baharu;1-Fully Verified;
PO1000000512;REA HOLDINGS;REA KALTIM;CAKRA;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;0.265333;116.266.417;0.265333, 116.266417;IDN;Indonesia;Kalimantan Timur;Kutai Kartanegara;1-Fully Verified;
PO1000000514;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;JENGKA 3;Not RSPO Certified;;13/01/2026;36.946.583;102.594.722;3.6946583, 102.594722;MYS;Malaysia;Pahang;Maran;1-Fully Verified;
PO1000000520;NBPOL;KULA PALM OIL LTD - HIGATURU OIL PALMS;MAMBA;RSPO Certified;RSPO Certified, IP;13/01/2026;-88.546.667;147.706.944;-8.8546667, 147.706944;PNG;Papua New Guinea;Oro;Sohe;1-Fully Verified;
PO1000000521;NBPOL;KULA PALM OIL LTD - MILNE BAY ESTATES;HAGITA;RSPO Certified;RSPO Certified, IP;13/01/2026;-10.315.733;150.286.233;-10.315733, 150.286233;PNG;Papua New Guinea;Milne Bay;Alotau;1-Fully Verified;
PO1000000524;JC CHANG (PTE) LTD;ASIA OIL PALM SDN BHD;ASIA;RSPO Certified;RSPO Certified, MB;13/01/2026;5.292.781;118.206.817;5.292781, 118.206817;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000000527;JC CHANG (PTE) LTD;MELEWAR PROPERTIES SDN BHD;MELEWAR;RSPO Certified;RSPO Certified, MB;13/01/2026;5.272.222;118.053.444;5.272222, 118.053444;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000000530;ANJ GROUP;AUSTINDO NUSANTARA JAYA AGRI ;AUSTINDO NUSANTARA JAYA AGRI BINANGA;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;1.479.483;99.957.167;1.479483, 99.957167;IDN;Indonesia;Sumatera Utara;Padang Lawas Utara;2-High Confidence;
PO1000000531;ANJ AGRO;SAHABAT MEWAH & MAKMUR;JANGKANG;Not RSPO Certified;;13/01/2026;-2.996.917;10.787.665;-2.996917, 107.87665;IDN;Indonesia;Bangka Belitung;Belitung Timur;1-Fully Verified;
PO1000000540;IOI CORPORATION;SYARIMO SDN BHD;SYARIMO;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;5.334.037;117.781.334;5.334037, 117.781334;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000000541;IOI CORPORATION;LADANG SABAH SDN BHD;LADANG SABAH;RSPO Certified;RSPO Certified, IP;13/01/2026;5.729.989;11.757.775;5.729989, 117.57775;MYS;Malaysia;Sabah;Beluran;1-Fully Verified;
PO1000000553;SUNGAI BUDI;TUNAS BARU LAMPUNG;PT TUNAS BARU LAMPUNG TBK;Not RSPO Certified;;13/01/2026;-29.059.216;104.913.874;-2.9059216, 104.913874;IDN;Indonesia;Sumatera Selatan;Banyu Asin;1-Fully Verified;
PO1000000560;WILMAR GROUP;PERKEBUNAN MILANO;PINANG AWAM;RSPO Certified;RSPO Certified, MB;13/01/2026;1.842.826;100.203.138;1.842826, 100.203138;IDN;Indonesia;Sumatera Utara;Labuhanbatu Selatan;1-Fully Verified;
PO1000000561;WILMAR GROUP;KENCANA SAWIT INDONESIA;KENCANA SAWIT INDONESIA;RSPO Certified;RSPO Certified, MB;13/01/2026;-146.778;101.514.439;-1.46778, 101.514439;IDN;Indonesia;Sumatera Barat;Solok Selatan;1-Fully Verified;
PO1000000562;WILMAR GROUP;TANIA SELATAN;BURNAI TIMUR;RSPO Certified;RSPO Certified, MB;13/01/2026;-3.627;104.869.467;-3.627, 104.869467;IDN;Indonesia;Sumatera Selatan;Ogan Komering Ilir;1-Fully Verified;
PO1000000567;SALIM GROUP;SALIM IVOMAS PRATAMA;KAYANGAN;Not RSPO Certified;;13/01/2026;166.325;10.059.025;1.66325, 100.59025;IDN;Indonesia;Riau;Rokan Hilir;1-Fully Verified;
PO1000000576;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;BUKIT MENDI;Not RSPO Certified;;13/01/2026;3.205.803;102.303.442;3.205803, 102.303442;MYS;Malaysia;Pahang;Bera;1-Fully Verified;
PO1000000600;WILMAR GROUP;SARANA TITIAN PERMATA;SARANA TITIAN PERMATA PKS 1;Not RSPO Certified;;13/01/2026;-2.894.444;112.543.611;-2.894444, 112.543611;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000000601;WILMAR GROUP;AMP PLANTATION;AMP PLANTATION;RSPO Certified;RSPO Certified, MB;13/01/2026;-0.154717;100.029.167;-0.154717, 100.029167;IDN;Indonesia;Sumatera Barat;Agam;1-Fully Verified;
PO1000000603;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;SEROJA;Not RSPO Certified;;13/01/2026;3.590.383;10.255.915;3.590383, 102.55915;MYS;Malaysia;Pahang;Maran;1-Fully Verified;
PO1000000607;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;JENGKA 21;RSPO Certified;RSPO Certified, MB;13/01/2026;3.740.236;102.489.625;3.740236, 102.489625;MYS;Malaysia;Pahang;Maran;1-Fully Verified;
PO1000000614;UNIVANICH PALM OIL;UNIVANICH PALM OIL PUBLIC COMPANY LTD;LAMTHAP MILL;Not RSPO Certified;;13/01/2026;8.000.322;99.330.686;8.000322, 99.330686;THA;Thailand;Krabi;Lam Thap;1-Fully Verified;
PO1000000638;KUALA LUMPUR KEPONG (KLK);SEKARBUMI ALAMLESTARI;TAPUNG KANAN;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;0.757222;101.219.722;0.757222, 101.219722;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
PO1000000674;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;PADANG PIOL;Not RSPO Certified;;13/01/2026;4.023.889;102.388.333;4.023889, 102.388333;MYS;Malaysia;Pahang;Jerantut;1-Fully Verified;
PO1000000694;UNIVANICH PALM OIL;UNIVANICH PALM OIL PUBLIC COMPANY LTD;TOPI MILL;Not RSPO Certified;;13/01/2026;8.578.792;98.920.751;8.578792, 98.920751;THA;Thailand;Surat Thani;Prasaeng;1-Fully Verified;
PO1000000695;UNIVANICH PALM OIL;UNIVANICH PALM OIL PUBLIC COMPANY LTD;SIAM MILL;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;8.385.622;98.729.131;8.385622, 98.729131;THA;Thailand;Krabi;Ao Luk;1-Fully Verified;
PO1000000706;SIME DARBY;PERKASA SUBUR SAKTI;BLANG SIMPO;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;470.789;97.838.433;4.70789, 97.838433;IDN;Indonesia;Aceh;Aceh Timur;1-Fully Verified;
PO1000000762;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;TRIANG;RSPO Certified;RSPO Certified, MB;13/01/2026;3.27;102.577;3.27, 102.577;MYS;Malaysia;Pahang;Bera;1-Fully Verified;
PO1000000819;NATURAL HABITATS GROUP;EXTRACTORA NATURAL S.A. EXTRANATU;EXTRACTORA NATURAL S.A. EXTRANATU;Not RSPO Certified;;13/01/2026;0.678301;-79.539.845;0.678301, -79.539845;ECU;Ecuador;Esmeraldas;Esmeraldas;1-Fully Verified;
PO1000000820;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;KEMASUL;RSPO Certified;RSPO Certified, MB;13/01/2026;32.725;102.231.389;3.2725, 102.231389;MYS;Malaysia;Pahang;Bentong;1-Fully Verified;
PO1000000829;SIME DARBY;SAJANG HEULANG;MUSTIKA;Not RSPO Certified;;13/01/2026;-34.886.111;1.157.386.111;-3.4886111, 115.7386111;IDN;Indonesia;Kalimantan Selatan;Tanah Bumbu;1-Fully Verified;
PO1000000879;PTPN III;PERKEBUNAN NUSANTARA III;SEI MANGKEI;RSPO Certified;RSPO Certified, MB;13/01/2026;313.077;99.343.861;3.13077, 99.343861;IDN;Indonesia;Sumatera Utara;Simalungun;1-Fully Verified;
PO1000000884;BAKRIE;AGRO MITRA MADANI;AGRO MITRA MADANI;Not RSPO Certified;;13/01/2026;-1.077.592;103.110.697;-1.077592, 103.110697;IDN;Indonesia;Jambi;Tanjung Jabung B;1-Fully Verified;
PO1000000892;KUALA LUMPUR KEPONG (KLK);KUALA LUMPUR KEPONG BHD;TANJONG MALIM;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;3.695;101.485.667;3.695, 101.485667;MYS;Malaysia;Selangor;Hulu Selangor;1-Fully Verified;
PO1000000894;KUALA LUMPUR KEPONG (KLK);KUALA LUMPUR KEPONG BHD;BATU LINTANG;RSPO Certified;RSPO Certified, IP;13/01/2026;5.193.591;10.062.843;5.193591, 100.62843;MYS;Malaysia;Kedah;Bandar Baharu;1-Fully Verified;
PO1000000895;KUALA LUMPUR KEPONG (KLK);KUALA LUMPUR KEPONG BHD;TUAN MEE;RSPO Certified;RSPO Certified, MB;13/01/2026;3.265.156;101.463.279;3.265156, 101.463279;MYS;Malaysia;Selangor;Kuala Selangor;1-Fully Verified;
PO1000000896;KUALA LUMPUR KEPONG (KLK);KUALA LUMPUR KEPONG BHD;CHANGKAT CHERMIN;RSPO Certified;RSPO Certified, IP;13/01/2026;427.527;10.078.498;4.27527, 100.78498;MYS;Malaysia;Perak;Manjung;1-Fully Verified;
PO1000000898;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;BUKIT KEPAYANG;RSPO Certified;RSPO Certified, MB;13/01/2026;3.346.311;102.597.375;3.346311, 102.597375;MYS;Malaysia;Pahang;Bera;1-Fully Verified;
PO1000000901;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;TEMENTI;Not RSPO Certified;;13/01/2026;326.472.222;102.598.889;3.26472222, 102.598889;MYS;Malaysia;Pahang;Bera;2-High Confidence;
PO1000000936;HAP SENG PLANTATIONS HOLDINGS BERHAD;JEROCO PLANTATIONS SDN BHD;JEROCO 1;RSPO Certified;RSPO Certified, IP;13/01/2026;5.431.112;118.417.224;5.431112, 118.417224;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000000939;DHARMA SATYA NUSANTARA (DSN);DHARMA SATYA NUSANTARA;PT DHARMA SATYA NUSANTARA;RSPO Certified;RSPO Certified, IP;13/01/2026;1.250.806;116.728.917;1.250806, 116.728917;IDN;Indonesia;Kalimantan Timur;Kutai Timur;1-Fully Verified;
PO1000000950;DHARMA SATYA NUSANTARA (DSN);DHARMA SATYA NUSANTARA;PKS 3;Not RSPO Certified;;13/01/2026;1.256.028;11.687.475;1.256028, 116.87475;IDN;Indonesia;Kalimantan Timur;Kutai Timur;1-Fully Verified;
PO1000000953;WILMAR GROUP;BULUH CAWANG PLANTATIONS;DABUK REJO;RSPO Certified;RSPO Certified, MB;13/01/2026;-3.948.633;104.957.367;-3.948633, 104.957367;IDN;Indonesia;Sumatera Selatan;Ogan Komering Ilir;1-Fully Verified;
PO1000000967;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;FAJAR HARAPAN;Not RSPO Certified;;13/01/2026;5.194.956;119.187.378;5.194956, 119.187378;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000000968;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;BAIDURI AYU;Not RSPO Certified;;13/01/2026;5.081.152;118.939.752;5.081152, 118.939752;MYS;Malaysia;Sabah;Lahad Datu;1-Fully Verified;
PO1000001031;SIME DARBY;SIME DARBY PLANTATION BHD;PAGOH (SOU 19);RSPO Certified;RSPO Certified, IP, MB;13/01/2026;2.077.424;102.718.519;2.077424, 102.718519;MYS;Malaysia;Johor;Muar;1-Fully Verified;
PO1000001043;WILMAR GROUP;BUMI SAWIT KENCANA;BUMI SAWIT KENCANA;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;-2.230.183;11.249.125;-2.230183, 112.49125;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000001050;LAM SOON (THAILAND);UNITED PALM OIL INDUSTRY PUBLIC COMPANY LTD (UPOIC);UNITED PALM OIL INDUSTRY PUBLIC COMPANY LIMITED (UPOIC);RSPO Certified;RSPO Certified, IP, MB;13/01/2026;81.538;990.219;8.1538, 99.0219;THA;Thailand;Krabi;Nua Khlong;1-Fully Verified;
PO1000001053;TDM BERHAD;TDM PLANTATION SDN BHD;KEMAMAN;RSPO Certified;RSPO Certified, IP;13/01/2026;4.403;103.248;4.403, 103.248;MYS;Malaysia;Trengganu;Kemaman;1-Fully Verified;
PO1000001056;SINAR MAS;IVO MAS TUNGGAL;UJUNG TANJUNG;RSPO Certified;RSPO Certified, MB;13/01/2026;0.969733;10.126.075;0.969733, 101.26075;IDN;Indonesia;Riau;Siak;1-Fully Verified;
PO1000001057;SINAR MAS;IVO MAS TUNGGAL;LIBO;RSPO Certified;RSPO Certified, IP;13/01/2026;0.928611;101.206.389;0.928611, 101.206389;IDN;Indonesia;Riau;Siak;1-Fully Verified;
PO1000001058;SINAR MAS;IVO MAS TUNGGAL;SAM-SAM;RSPO Certified;RSPO Certified, IP;13/01/2026;0.9375;1.013.002;0.9375, 101.3002;IDN;Indonesia;Riau;Siak;1-Fully Verified;
PO1000001060;SINAR MAS;BUANA WIRALESTARI MAS;SEKIJANG;RSPO Certified;RSPO Certified, MB;13/01/2026;0.833933;101.044.283;0.833933, 101.044283;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
PO1000001061;SINAR MAS;BUANA WIRALESTARI MAS;NAGA SAKTI;RSPO Certified;RSPO Certified, IP;13/01/2026;0.7827;101.049.567;0.7827, 101.049567;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
PO1000001062;SINAR MAS;RAMAJAYA PRAMUKTI;RAMARAMA;RSPO Certified;RSPO Certified, MB;13/01/2026;0.533494;101.076.381;0.533494, 101.076381;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
PO1000001064;SINAR MAS;BUMIPALMA LESTARIPERSADA;BUMI PALMA;Not RSPO Certified;;13/01/2026;-0.598056;102.983.333;-0.598056, 102.983333;IDN;Indonesia;Riau;Indragiri Hilir;1-Fully Verified;
PO1000001065;SINAR MAS;MEGANUSA INTISAWIT;INDRA SAKTI;RSPO Certified;RSPO Certified, IP;13/01/2026;-0.5692;102.305.851;-0.5692, 102.305851;IDN;Indonesia;Riau;Indragiri Hulu;1-Fully Verified;
PO1000001079;SINAR MAS;SINAR MAS AGRO RESOURCES AND TECHNOLOGY;PADANG HALABAN;RSPO Certified;RSPO Certified, IP;13/01/2026;2.319.167;99.839.444;2.319167, 99.839444;IDN;Indonesia;Sumatera Utara;Labuhanbatu Utara;1-Fully Verified;
PO1000001094;IOI CORPORATION;IOI CORPORATION BHD;LEEPANG;RSPO Certified;RSPO Certified, IP;13/01/2026;5.549.056;118.437.595;5.549056, 118.437595;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000001098;IOI CORPORATION;IOI CORPORATION BHD;MORISEM;RSPO Certified;RSPO Certified, IP;13/01/2026;5.493.525;118.370.047;5.493525, 118.370047;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000001113;TDM BERHAD;TDM PLANTATION SDN BHD;SUNGAI TONG PALM OIL MILL ;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;5.308.094;102.910.417;5.308094, 102.910417;MYS;Malaysia;Trengganu;Setiu;1-Fully Verified;
PO1000001150;SINAR MAS;TAPIAN NADENGGAN;LANGGA PAYUNG PALM OIL MILL;RSPO Certified;RSPO Certified, MB;13/01/2026;1.654.444;99.886.944;1.654444, 99.886944;IDN;Indonesia;Sumatera Utara;Padang Lawas Utara;1-Fully Verified;
PO1000001151;SINAR MAS;SINAR MAS AGRO RESOURCES AND TECHNOLOGY;BATU AMPAR;RSPO Certified;RSPO Certified, MB;13/01/2026;-31.981;1.160.219;-3.1981, 116.0219;IDN;Indonesia;Kalimantan Selatan;Kota Baru;2-High Confidence;
PO1000001152;SINAR MAS;SINAR MAS AGRO RESOURCES AND TECHNOLOGY;TANAH LAUR;RSPO Certified;RSPO Certified, MB;13/01/2026;-3.790.278;115.283.056;-3.790278, 115.283056;IDN;Indonesia;Kalimantan Selatan;Tanah Laut;1-Fully Verified;
PO1000001154;SINAR MAS;TAPIAN NADENGGAN;HANAU;RSPO Certified;RSPO Certified, MB;13/01/2026;-2.360.861;112.109.694;-2.360861, 112.109694;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000001155;SINAR MAS;BINASAWIT ABADI PRATAMA;SUNGAI RUNGAU;RSPO Certified;RSPO Certified, IP;13/01/2026;-23.206;112.334;-2.3206, 112.334;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000001156;SINAR MAS;TAPIAN NADENGGAN;SEMILAR;RSPO Certified;RSPO Certified, IP;13/01/2026;-2.248.111;112.340.417;-2.248111, 112.340417;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000001207;CARGILL;AYU SAWIT LESTARI;PAKU JUANG;RSPO Certified;RSPO Certified, IP;13/01/2026;-2.433.267;110.817.511;-2.433267, 110.817511;IDN;Indonesia;Kalimantan Barat;Ketapang;1-Fully Verified;
PO1000001208;CARGILL;HARAPAN SAWIT LESTARI;MANIS MATA;RSPO Certified;RSPO Certified, MB;13/01/2026;-2.483.162;111.018.391;-2.483162, 111.018391;IDN;Indonesia;Kalimantan Barat;Ketapang;1-Fully Verified;
PO1000001233;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;BUKIT SAGU;RSPO Certified;RSPO Certified, MB;13/01/2026;39.669;1.031.487;3.9669, 103.1487;MYS;Malaysia;Pahang;Kuantan;1-Fully Verified;
PO1000001250;SOCFIN S.A.;SOCFIN INDONESIA;NEGERI LAMA;RSPO Certified;RSPO Certified, IP;13/01/2026;231.725;100.070.169;2.31725, 100.070169;IDN;Indonesia;Sumatera Utara;Labuhanbatu;1-Fully Verified;
PO1000001251;SOCFIN S.A.;SOCFIN INDONESIA;SUNGAI LIPUT;RSPO Certified;RSPO Certified, IP;13/01/2026;42.319;980.594;4.2319, 98.0594;IDN;Indonesia;Aceh;Aceh Tamiang;1-Fully Verified;
PO1000001252;SOCFIN S.A.;SOCFIN INDONESIA;AEK LOBA;RSPO Certified;RSPO Certified, IP;13/01/2026;2.651.389;99.617.778;2.651389, 99.617778;IDN;Indonesia;Sumatera Utara;Asahan;1-Fully Verified;
PO1000001256;SOCFIN S.A.;SOCFIN INDONESIA;MATA PAO MILL;RSPO Certified;RSPO Certified, IP;13/01/2026;3.530.833;99.091.944;3.530833, 99.091944;IDN;Indonesia;Sumatera Utara;Serdang Bedagai;1-Fully Verified;
PO1000001263;JOHOR PLANTATIONS BERHAD;JOHOR PLANTATIONS BERHAD;TEREH;RSPO Certified;RSPO Certified, IP;13/01/2026;2.217.023;103.352.357;2.217023, 103.352357;MYS;Malaysia;Johor;Keluang;1-Fully Verified;
PO1000001264;KULIM (MALAYSIA) BERHAD;SINDORA BHD;SINDORA;RSPO Certified;RSPO Certified, IP;13/01/2026;1.985.372;10.346.231;1.985372, 103.46231;MYS;Malaysia;Johor;Keluang;1-Fully Verified;
PO1000001265;KULIM (MALAYSIA) BERHAD;MAHAMURNI PLANTATIONS SDN BHD;PALONG COCOA;RSPO Certified;RSPO Certified, IP;13/01/2026;27.064;102.785.012;2.7064, 102.785012;MYS;Malaysia;Johor;Segamat;1-Fully Verified;
PO1000001278;SIPEF;AGRO MUKO;MUKOMUKO POM;RSPO Certified;RSPO Certified, IP;13/01/2026;-2.601.342;101.277.978;-2.601342, 101.277978;IDN;Indonesia;Bengkulu;Mukomuko;1-Fully Verified;
PO1000001279;SIPEF;AGRO MUKO;BUNGA TANJUNG;RSPO Certified;RSPO Certified, IP;13/01/2026;-2.716.388;101.369.444;-2.716388, 101.369444;IDN;Indonesia;Bengkulu;Mukomuko;1-Fully Verified;
PO1000001285;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;BUKIT BESAR;Not RSPO Certified;;13/01/2026;1.772.191;1.037.022;1.772191, 103.7022;MYS;Malaysia;Johor;Kota Tinggi;2-High Confidence;
PO1000001309;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;KULAI;RSPO Certified;RSPO Certified, MB;13/01/2026;1.739.556;103.647.292;1.739556, 103.647292;MYS;Malaysia;Johor;Kulaijaya;2-High Confidence;
PO1000001310;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;PENGGELI;RSPO Certified;RSPO Certified, MB;13/01/2026;1.827.009;103.639.143;1.827009, 103.639143;MYS;Malaysia;Johor;Kota Tinggi;1-Fully Verified;
PO1000001311;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;BELITONG;RSPO Certified;RSPO Certified, MB;13/01/2026;1.937.607;1.034.986;1.937607, 103.4986;MYS;Malaysia;Johor;Keluang;1-Fully Verified;
PO1000001313;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;NITAR;RSPO Certified;RSPO Certified, MB;13/01/2026;2.406.759;103.657.348;2.406759, 103.657348;MYS;Malaysia;Johor;Mersing;1-Fully Verified;
PO1000001314;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;KAHANG;Not RSPO Certified;;13/01/2026;2.075.104;103.494.118;2.075104, 103.494118;MYS;Malaysia;Johor;Keluang;1-Fully Verified;
