company,mill_name,group_name,parent_company,country,latitude,longitude,rspo_status
bumitama,PUNDU NABATINDO,BUMITAMA GUNAJAYA AGRO (BGA),WINDU NABATINDO LESTARI,Indonesia,-1.993167,113.060706,RSPO Certified
bumitama,GUNUNG MAKMUR,BUMITAMA GUNAJAYA AGRO (BGA),KARYA MAKMUR BAHAGIA,Indonesia,-1.761271,112.597416,RSPO Certified
bumitama,KENDAWANGAN,BUMITAMA GUNAJAYA AGRO (BGA),GUNAJAYA KARYA GEMILANG,Indonesia,-2.445833,110.265833,RSPO Certified
bumitama,KOTAWARINGIN,BUMITAMA GUNAJAYA AGRO (BGA),BUMITAMA GUNAJAYA ABADI,Indonesia,-2.391111,111.373333,Not RSPO Certified
bumitama,BUKIT TUNGGAL JAYA,BUMITAMA GUNAJAYA AGRO (BGA),LADANG SAWIT MAS,Indonesia,-1.546404,110.344014,RSPO Certified
bumitama,SUKADAMAI,BUMITAMA GUNAJAYA AGRO (BGA),ROHUL SAWIT INDUSTRI,Indonesia,0.68325,100.529233,RSPO Certified
bumitama,PEMBANGUNAN RAYA,BUMITAMA GUNAJAYA AGRO (BGA),AGRO SEJAHTERA MANUNGGAL,Indonesia,-2.546278,110.384971,RSPO Certified
bumitama,KATARI AGRO,BUMITAMA GUNAJAYA AGRO (BGA),WINDU NABATINDO LESTARI,Indonesia,-2.091944,113.033333,RSPO Certified
bumitama,BUKIT MAKMUR,BUMITAMA GUNAJAYA AGRO (BGA),KARYA MAKMUR BAHAGIA,Indonesia,-1.567778,112.72111,RSPO Certified
bumitama,SUNGAI RASAU,BUMITAMA GUNAJAYA AGRO (BGA),KARYA BAKTI AGRO SEJAHTERA,Indonesia,-2.283611,110.503333,RSPO Certified
bumitama,LAMANDAU,BUMITAMA GUNAJAYA AGRO (BGA),BUMITAMA GUNAJAYA ABADI,Indonesia,-2.505465,111.360135,Not RSPO Certified
bumitama,SUNGAI CEMPAGA,BUMITAMA GUNAJAYA AGRO (BGA),WINDU NABATINDO ABADI,Indonesia,-1.798,112.98541,RSPO Certified
bumitama,BUKIT BELABAN JAYA,BUMITAMA GUNAJAYA AGRO (BGA),SENTOSA PRIMA AGRO,Indonesia,-1.7511,110.491483,Not RSPO Certified
bumitama,TONAM RAYA,UNKNOWN,BUMITAMA GUNAJAYA ABADI,Indonesia,-2.42877,111.29818,Not RSPO Certified
astraagro,AGRO NUSA ABADI,ASTRA AGRO LESTARI,AGRO NUSA ABADI,Indonesia,-2.129894,121.484959,Not RSPO Certified
astraagro,BORNEO INDAH MARJAYA,ASTRA AGRO LESTARI,BORNEO INDAH MARJAYA,Indonesia,-2.033198,116.401023,Not RSPO Certified
astraagro,LETAWA,ASTRA AGRO LESTARI,LETAWA,Indonesia,-1.332133,119.42824,Not RSPO Certified
astraagro,PASANGKAYU,ASTRA AGRO LESTARI,PASANGKAYU,Indonesia,-1.222355,119.472451,Not RSPO Certified
astraagro,SURYARAYA LESTARI 2,ASTRA AGRO LESTARI,SURYARAYA LESTARI,Indonesia,-2.1151333,119.2570917,Not RSPO Certified
astraagro,GUNUNG SEJAHTERA DUA INDAH,ASTRA AGRO LESTARI,GUNUNG SEJAHTERA DUA INDAH,Indonesia,-2.30085,111.837333,Not RSPO Certified
astraagro,PERKEBUNAN LEMBAH BHAKTI 1,ASTRA AGRO LESTARI,PERKEBUNAN LEMBAH BHAKTI,Indonesia,2.314164,97.995719,Not RSPO Certified
astraagro,GUNUNG SEJAHTERA PUTI PESONA,ASTRA AGRO LESTARI,GUNUNG SEJAHTERA PUTI PESONA,Indonesia,-2.366254,111.955128,Not RSPO Certified
astraagro,GUNUNG SEJAHTERA IBU PERTIWI,ASTRA AGRO LESTARI,GUNUNG SEJAHTERA IBU PERTIWI,Indonesia,-2.38,111.79,Not RSPO Certified
astraagro,SUBUR AGRO MAKMUR,ASTRA AGRO LESTARI,SUBUR AGRO MAKMUR,Indonesia,-2.652773,114.970661,Not RSPO Certified
astraagro,TUNGGAL PERKASA PLANTATIONS,ASTRA AGRO LESTARI,TUNGGAL PERKASA PLANTATIONS,Indonesia,-0.305183,102.273183,Not RSPO Certified
astraagro,KIMIA TIRTA UTAMA,ASTRA AGRO LESTARI,KIMIA TIRTA UTAMA,Indonesia,0.674633,101.728917,Not RSPO Certified
astraagro,SAWIT ASAHAN INDAH,ASTRA AGRO LESTARI,SAWIT ASAHAN INDAH,Indonesia,0.761311,100.519011,Not RSPO Certified
astraagro,EKA DURA INDONESIA,ASTRA AGRO LESTARI,EKA DURA INDONESIA,Indonesia,0.88425,100.611683,Not RSPO Certified
astraagro,WARU KALTIM PLANTATION,ASTRA AGRO LESTARI,WARU KALTIM PLANTATION,Indonesia,-1.329667,116.544033,Not RSPO Certified
astraagro,SURYARAYA LESTARI 1,ASTRA AGRO LESTARI,SURYARAYA LESTARI,Indonesia,-1.69379,119.36168,Not RSPO Certified
astraagro,SARI ADITYA LOKA 1,ASTRA AGRO LESTARI,SARI ADITYA LOKA,Indonesia,-1.957817,102.37265,Not RSPO Certified
astraagro,ASTRA AGRO LESTARI 1,ASTRA AGRO LESTARI,ASTRA AGRO LESTARI,Indonesia,-1.99055,115.509267,Not RSPO Certified
astraagro,KARYA TANAH SUBUR,ASTRA AGRO LESTARI,KARYA TANAH SUBUR,Indonesia,4.349722,96.164444,Not RSPO Certified
astraagro,SUMBER KHARISMA PERSADA,ASTRA AGRO LESTARI,SUMBER KHARISMA PERSADA,Indonesia,1.014086,118.048363,Not RSPO Certified
astraagro,NIRMALA AGRO LESTARI,ASTRA AGRO LESTARI,NIRMALA AGRO LESTARI,Indonesia,-2.091933,111.48705,Not RSPO Certified
astraagro,SARI LEMBAH SUBUR 1,ASTRA AGRO LESTARI,SARI LEMBAH SUBUR,Indonesia,-0.051,102.252,Not RSPO Certified
astraagro,SURYA INDAH NUSANTARA PAGI,ASTRA AGRO LESTARI,SURYAINDAH NUSANTARA PAGI,Indonesia,-2.255,111.976,Not RSPO Certified
astraagro,SUKSES TANI SUBUR,ASTRA AGRO LESTARI,SUKSES TANI NUSASUBUR,Indonesia,-1.381201,116.474659,Not RSPO Certified
astraagro,SARI LEMBAH SUBUR 2,ASTRA AGRO LESTARI,SARI LEMBAH SUBUR,Indonesia,-0.002078,102.196417,Not RSPO Certified
astraagro,LESTARI TANI TELADAN,ASTRA AGRO LESTARI,LESTARI TANI TELADAN,Indonesia,-1.370466,119.486578,Not RSPO Certified
astraagro,KARYANUSA EKA DAYA 1,ASTRA AGRO LESTARI,KARYANUSA EKADAYA,Indonesia,0.991853,116.753692,Not RSPO Certified
astraagro,SARI ADITYA LOKA 2,ASTRA AGRO LESTARI,SARI ADITYA LOKA,Indonesia,-1.65128,102.308184,Not RSPO Certified
astraagro,PERKEBUNAN LEMBAH BHAKTI 2,ASTRA AGRO LESTARI,PERKEBUNAN LEMBAH BHAKTI,Indonesia,2.56063,97.94867,Not RSPO Certified
astraagro,LARAS ASTRA KARTIKA,RAJAWALI NUSANTARA INDONESIA (RNI),LARAS ASTRA KARTIKA,Indonesia,-4.081368,104.540871,Not RSPO Certified
astraagro,KARYANUSA EKA DAYA 2,ASTRA AGRO LESTARI,KARYANUSA EKADAYA,Indonesia,0.912337,116.734274,Not RSPO Certified
astraagro,CAKUNG PERMATA NUSA,ASTRA AGRO LESTARI,CAKUNG PERMATA NUSA,Indonesia,-2.13795447737,115.48848,Not RSPO Certified
astraagro,SAWIT JAYA ABADI,ASTRA AGRO LESTARI,PT SAWIT JAYA ABADI,Indonesia,-1.9595,120.83,Not RSPO Certified
astraagro,TRIBUANA MAS,ASTRA AGRO LESTARI,PT TRIBUANA MAS,Indonesia,-2.728,114.843,Not RSPO Certified
genting,GENTING AYER ITEM,GENTING PLANTATIONS,GENTING PLANTATIONS BHD,Malaysia,1.856092,103.209291,RSPO Certified
genting,GENTING INDAH,GENTING PLANTATIONS,GENTING SDC SDN BHD,Malaysia,5.375197,116.934967,RSPO Certified
genting,GENTING JAMBONGAN,GENTING PLANTATIONS,GENTING SDC SDN BHD,Malaysia,6.651844,117.446257,RSPO Certified
genting,GENTING MEWAH,GENTING PLANTATIONS,GENTING SDC SDN BHD,Malaysia,5.518017,117.7088,RSPO Certified
genting,MULIA,GENTING PLANTATIONS,SEPANJANG INTISURYA MULIA,Indonesia,-1.382733,110.479567,RSPO Certified
genting,GENTING SABAPALM,GENTING PLANTATIONS,GENTING SDC SDN BHD,Malaysia,5.965083,117.374111,RSPO Certified
genting,GENTING TANJUNG,GENTING PLANTATIONS,GENTING SDC SDN BHD,Malaysia,5.422626,118.273154,RSPO Certified
genting,DWIE WARNA KARYA,GENTING PLANTATIONS,DWIE WARNA KARYA,Indonesia,-0.84194,114.08,Not RSPO Certified
genting,GENTING TRUSHIDUP,GENTING PLANTATIONS,GENTING SDC SDN BHD,Malaysia,5.563278,117.979556,RSPO Certified
genting,KHARISMA INTI USAHA,GENTING PLANTATIONS,KHARISMA INTI USAHA,Indonesia,-3.00375,114.935778,RSPO Certified
genting,ASIATIC SABAPALM,GENTING PLANTATIONS,GENTING SDC SDN BHD,Malaysia,6.049534,117.353554,Not RSPO Certified
genting,SEPANJANG INTI SURYA UTAMA 2,GENTING PLANTATIONS,SEPANJANG INTI SURYA UTAMA,Indonesia,0.807253,110.765619,Not RSPO Certified
genting,GLOBALINDO AGUNG LESTARI,GENTING PLANTATIONS,GLOBALINDO AGUNG LESTARI,Indonesia,-2.584944,114.594417,RSPO Certified
genting,AGRO ABADI CEMERLANG ,UNKNOWN,GENTING PLANTATIONS BERHAD,Indonesia,-0.33938,110.1898,Not RSPO Certified
genting,KAPUAS MAJU JAYA/GEMILANG OIL MILL,GENTING,GENTING,Indonesia,-1.010477,114.271419,Not RSPO Certified
sipef,HARGY MILL,SIPEF,HARGY OIL PALM LTD,Papua New Guinea,-5.311111,151.01097,RSPO Certified
sipef,BUKIT MARADJA,SIPEF,EASTERN SUMATERA INDONESIA,Indonesia,3.012294,99.235572,RSPO Certified
sipef,PERLABIAN,SIPEF,TOLAN TIGA INDONESIA,Indonesia,2.061383,100.081222,RSPO Certified
sipef,NAVO MILL,SIPEF,HARGY OIL PALM LTD,Papua New Guinea,-5.094109,151.224494,Not RSPO Certified
sipef,MUKOMUKO POM,SIPEF,AGRO MUKO,Indonesia,-2.601342,101.277978,RSPO Certified
sipef,BUNGA TANJUNG,SIPEF,AGRO MUKO,Indonesia,-2.716388,101.369444,RSPO Certified
sipef,BAREMA PALM OIL MILL,SIPEF,HARGY OIL PALM LTD,Papua New Guinea,-5.210444,151.129872,Not RSPO Certified
sipef,UMBUL MAS WISESA,SIPEF,UMBUL MAS WISESA,Indonesia,2.210808,100.271064,RSPO Certified
sipef,SOUBRE,SIPEF,SIPEFCI,Côte d'Ivoire,5.668856,-6.273887,Not RSPO Certified
sipef,DENDYMARKER,SIPEF,DENDY MARKER INDAH LESTARI,Indonesia,-2.795033,102.944683,RSPO Certified
sipef,BOLO,SIPEF,SIPEFCI,Côte d'Ivoire,5.302021,-6.037097,RSPO Certified
firstresources,ARINDO TRI SEJAHTERA,FIRST RESOURCES,ARINDO TRISEJAHTERA,Indonesia,0.580556,100.926111,Not RSPO Certified
firstresources,MERIDAN SEJATI SURYA PLANTATION,FIRST RESOURCES,MERIDAN SEJATISURYA PLANTATION,Indonesia,0.5380278,101.729888,Not RSPO Certified
firstresources,CILIANDRA PERKASA,FIRST RESOURCES,CILIANDRA PERKASA,Indonesia,0.1621,101.0549,Not RSPO Certified
firstresources,SURYA INTISARI RAYA,FIRST RESOURCES,SURYA INTISARI RAYA,Indonesia,0.629583,101.5685,Not RSPO Certified
firstresources,PT SUBUR ARUMMAKMUR,FIRST RESOURCES,PT SUBUR ARUMMAKMUR,Indonesia,0.819333,100.8875,Not RSPO Certified
firstresources,PERDANA INTI SAWIT PERKASA 1,FIRST RESOURCES,PERDANA INTISAWIT PERKASA,Indonesia,1.140183,100.494367,Not RSPO Certified
firstresources,MURINI WOOD INDAH INDUSTRI,FIRST RESOURCES,MURINIWOOD INDAH INDUSTRY,Indonesia,1.39375,101.30525,Not RSPO Certified
firstresources,SWADAYA MUKTI PRAKARSA,FIRST RESOURCES,SWADAYA MUKTI PRAKARSA,Indonesia,-1.082883,110.38345,Not RSPO Certified
firstresources,MERIDAN SEJATI SURYA PLANTATION BANGSAL ACEH,FIRST RESOURCES,MERIDAN SEJATISURYA PLANTATION,Indonesia,1.7235,101.3789444,Not RSPO Certified
firstresources,TAMBUSAI,FIRST RESOURCES,PANCASURYA AGRINDO,Indonesia,1.157186,100.508333,Not RSPO Certified
firstresources,SUBUR ARUM MAKMUR II,FIRST RESOURCES,SUBUR ARUM MAKMUR,Indonesia,0.978389,100.7826,Not RSPO Certified
firstresources,LIMPAH SEJAHTERA,FIRST RESOURCES,LIMPAH SEJAHTERA,Indonesia,-1.716225,110.354369,Not RSPO Certified
firstresources,PERDANA INTI SAWIT PERKASA 2,FIRST RESOURCES,PERDANA INTISAWIT PERKASA,Indonesia,1.167333,100.704778,Not RSPO Certified
firstresources,KETAPANG AGRO LESTARI,FIRST RESOURCES,KETAPANG AGRO LESTARI,Indonesia,-0.875633,115.891653,Not RSPO Certified
firstresources,UMEKA SARI PRATAMA,FIRST RESOURCES,UMEKAH SARI PRATAMA,Indonesia,-2.1238,110.9809,Not RSPO Certified
firstresources,SURYA DUMAI AGRINDO MILL,UNKNOWN,FIRST RESOURCES,Indonesia,1.351417,102.067389,Not RSPO Certified
