company,mill_name,country,loss_post2020_ha_csv,loss_post2020_ha_gee,loss_on_palm_ha,loss_on_industrial_ha,pct_loss_to_palm
klk,KEKAYAAN PALM OIL MILL,Malaysia,5236.353968246072,2490.4117451005704,2397.730308568887,1855.2659788860121,96.3
klk,BORNION,Malaysia,6767.920026266374,4799.711864147056,4611.155728586368,4501.1020586605155,96.1
klk,RIMMER,Malaysia,5045.094493971251,4653.535601746484,4502.117580898983,4438.968693734094,96.7
klk,LUNGMANIS,Malaysia,5646.766765598053,5331.8317361905,5268.077415704201,5257.588876018629,98.8
klk,JERAM PADANG,Malaysia,2701.0294375389776,1748.7376610788647,443.04505178846574,351.8477428869289,25.3
klk,MANDAU,Indonesia,1087.155295586171,858.1312138273141,621.8756224553368,476.5830927654513,72.5
klk,PINANG,Malaysia,3319.073917859641,2115.3797288831547,2016.1889903902716,1973.3503843075505,95.3
klk,MILL 2,Malaysia,3964.650035484271,2128.5135627289037,2026.4589418883706,1946.8805344046912,95.2
klk,TAPUNG KANAN,Indonesia,1668.2317758918368,1535.9996102887046,1241.7467684923429,1214.750961872818,80.8
klk,TANJONG MALIM,Malaysia,2315.609907530626,1944.0929065062141,393.4084995081612,263.86407941641176,20.2
klk,BATU LINTANG,Malaysia,3068.066655916721,2452.344263728314,1705.8055339131286,582.0346782739255,69.6
klk,TUAN MEE,Malaysia,2454.2352617145857,1826.4977540329976,896.88686672864,395.0511016920209,49.1
klk,CHANGKAT CHERMIN,Malaysia,4120.380148841157,2587.117136139554,2405.1662653783956,1436.064337145756,93.0
klk,NILO 1,Indonesia,3123.8635454568066,1833.5696397969532,192.87970651391092,122.97629110295983,10.5
klk,NILO 2,Indonesia,1898.1949136108776,1331.2628802404981,47.20095343142748,37.18858049064875,3.5
klk,KUALA PERTANG,Malaysia,2584.328832716305,2286.785616025095,340.66600523255033,280.15863872430486,14.9
klk,STEELINDO WAHANA PERKASA,Indonesia,4852.618034818111,2828.644290005079,1441.066432249487,1400.6590910248015,50.9
klk,PALOH KKS,Malaysia,5255.185956073487,3670.800990536986,3427.1011011993774,2860.098852868437,93.4
klk,PADANG BRAHRANG,Indonesia,794.7348621195448,692.517007540546,556.5604228091006,257.4493282315486,80.4
klk,BERAU,Indonesia,3449.8649392424286,3418.010113824261,18.887580311941168,17.279536030339262,0.6
klk,PARIT SEMBADA,Indonesia,3597.528579557391,1501.4508457900556,837.2332853844939,826.2188860476896,55.8
klk,JABON,Indonesia,2653.4614750423607,2645.0596816167536,5.558196926204597,5.558196926204597,0.2
klk,STABAT,Indonesia,2153.615808194968,1345.325128313227,741.5267390841947,508.3944477250471,55.1
klk,KARYA MAKMUR ABADI,Indonesia,1266.35624122962,1071.9213393932175,58.97478080584722,56.11580399467664,5.5
klk,SATU SEMBILAN DELAPAN,Indonesia,2529.6248890136894,2401.7679697806343,9.469579264521599,9.112218245863914,0.4
klk,MULIA AGRO PERMAI,Indonesia,927.33320051375,657.1762025017656,26.389880137671444,20.405632006157845,4.0
klk,TANJUNG KELILING PALM OIL MILL,Indonesia,1082.7773604930933,973.2609342849139,448.18751248606264,291.10822359659505,46.1
klk,MILL 1,Malaysia,3912.433499892807,2079.2041453290217,1978.0084342549235,1896.6611893209456,95.1
klk,PT KARYA MAKMUR ABADI,Indonesia,3193.5083531411383,3053.9469734840536,76.05900760301772,58.27889369734946,2.5
klk,PUTRA BONGAN JAYA,Indonesia,1538.9201631630365,1495.2028582476225,43.53395199775696,41.29916816204786,2.9
bumitama,PUNDU NABATINDO,Indonesia,4589.69756111127,2891.6101414677273,565.7476611645197,546.571575467493,19.6
bumitama,GUNUNG MAKMUR,Indonesia,5137.179335746169,3447.0752909371067,905.4910399938037,859.2071853695837,26.3
bumitama,KENDAWANGAN,Indonesia,1700.0867285563857,1217.2413215280462,12.236484326422215,10.986028276383877,1.0
