company,mill_name,year,loss_ha
wilmar,GERSINDO MINANG PLANTATION,2021,1405.6305
wilmar,GERSINDO MINANG PLANTATION,2022,423.5387
wilmar,GERSINDO MINANG PLANTATION,2023,261.556
wilmar,GERSINDO MINANG PLANTATION,2024,399.0637
wilmar,GERSINDO MINANG PLANTATION,2025,504.4674
wilmar,MENTAYA SAWIT MAS,2021,91.6591
wilmar,MENTAYA SAWIT MAS,2022,218.5727
wilmar,MENTAYA SAWIT MAS,2023,339.5572
wilmar,MENTAYA SAWIT MAS,2024,333.4765
wilmar,MENTAYA SAWIT MAS,2025,253.636
wilmar,RIMBA HARAPAN SAKTI,2021,23.8996
wilmar,RIMBA HARAPAN SAKTI,2022,20.7489
wilmar,RIMBA HARAPAN SAKTI,2023,284.5455
wilmar,RIMBA HARAPAN SAKTI,2024,90.3185
wilmar,RIMBA HARAPAN SAKTI,2025,75.1506
wilmar,SUBURMAS,2021,461.1461
wilmar,SUBURMAS,2022,1097.6099
wilmar,SUBURMAS,2023,927.1075
wilmar,SUBURMAS,2024,2103.4196
wilmar,SUBURMAS,2025,1213.7602
wilmar,KARUNIA KENCANA PERMAI SEJATI,2021,98.2524
wilmar,KARUNIA KENCANA PERMAI SEJATI,2022,209.5849
wilmar,KARUNIA KENCANA PERMAI SEJATI,2023,371.7788
wilmar,KARUNIA KENCANA PERMAI SEJATI,2024,201.5154
wilmar,KARUNIA KENCANA PERMAI SEJATI,2025,241.4214
wilmar,SELABU,2021,614.6596
wilmar,SELABU,2022,702.1797
wilmar,SELABU,2023,972.0823
wilmar,SELABU,2024,905.7028
wilmar,SELABU,2025,882.7251
wilmar,AGROINDO INDAH PERSADA 1,2021,670.9274
wilmar,AGROINDO INDAH PERSADA 1,2022,200.4555
wilmar,AGROINDO INDAH PERSADA 1,2023,254.9832
wilmar,AGROINDO INDAH PERSADA 1,2024,535.4272
wilmar,AGROINDO INDAH PERSADA 1,2025,330.7732
wilmar,BUMI PRATAMA KHATULISTIWA,2021,262.5022
wilmar,BUMI PRATAMA KHATULISTIWA,2022,371.1107
wilmar,BUMI PRATAMA KHATULISTIWA,2023,506.1685
wilmar,BUMI PRATAMA KHATULISTIWA,2024,567.8363
wilmar,BUMI PRATAMA KHATULISTIWA,2025,411.9274
wilmar,SINAR SIAK DIAN PERMAI,2021,1535.6799
wilmar,SINAR SIAK DIAN PERMAI,2022,1160.2714
wilmar,SINAR SIAK DIAN PERMAI,2023,993.7893
wilmar,SINAR SIAK DIAN PERMAI,2024,2152.4369
wilmar,SINAR SIAK DIAN PERMAI,2025,1035.6081
wilmar,SIAK PRIMA SAKTI,2021,142.3101
wilmar,SIAK PRIMA SAKTI,2022,661.3646
wilmar,SIAK PRIMA SAKTI,2023,803.8945
wilmar,SIAK PRIMA SAKTI,2024,391.5628
wilmar,SIAK PRIMA SAKTI,2025,799.1953
wilmar,MURINI SAM-SAM PELINTUNG,2021,168.7049
wilmar,MURINI SAM-SAM PELINTUNG,2022,112.2179
wilmar,MURINI SAM-SAM PELINTUNG,2023,214.0676
wilmar,MURINI SAM-SAM PELINTUNG,2024,147.1659
wilmar,MURINI SAM-SAM PELINTUNG,2025,124.9318
wilmar,AGRONUSA INVESTAMA 2 - PAHAUMAN,2021,300.3257
wilmar,AGRONUSA INVESTAMA 2 - PAHAUMAN,2022,700.2771
wilmar,AGRONUSA INVESTAMA 2 - PAHAUMAN,2023,636.6982
wilmar,AGRONUSA INVESTAMA 2 - PAHAUMAN,2024,815.0217
wilmar,AGRONUSA INVESTAMA 2 - PAHAUMAN,2025,503.9121
wilmar,SINAR PERDANA CARAKA,2021,367.0402
wilmar,SINAR PERDANA CARAKA,2022,275.6586
wilmar,SINAR PERDANA CARAKA,2023,850.5184
wilmar,SINAR PERDANA CARAKA,2024,395.5205
wilmar,SINAR PERDANA CARAKA,2025,151.9031
wilmar,BULUH CINA,2021,517.1146
wilmar,BULUH CINA,2022,337.8795
wilmar,BULUH CINA,2023,737.9555
wilmar,BULUH CINA,2024,677.1828
wilmar,BULUH CINA,2025,228.7262
wilmar,AEK BATU,2021,592.9549
wilmar,AEK BATU,2022,502.4214
wilmar,AEK BATU,2023,341.3761
wilmar,AEK BATU,2024,703.4598
wilmar,AEK BATU,2025,424.2294
wilmar,AGROINDO INDAH PERSADA 2,2021,1095.2509
wilmar,AGROINDO INDAH PERSADA 2,2022,1532.9989
wilmar,AGROINDO INDAH PERSADA 2,2023,1784.4793
wilmar,AGROINDO INDAH PERSADA 2,2024,1343.8772
wilmar,AGROINDO INDAH PERSADA 2,2025,786.623
wilmar,AGROINDO INDAH PERSADA 3,2021,359.6974
wilmar,AGROINDO INDAH PERSADA 3,2022,501.3293
wilmar,AGROINDO INDAH PERSADA 3,2023,779.2467
wilmar,AGROINDO INDAH PERSADA 3,2024,1015.7982
wilmar,AGROINDO INDAH PERSADA 3,2025,1073.3941
wilmar,MURINI SAM-SAM KANDIS,2021,726.4924
wilmar,MURINI SAM-SAM KANDIS,2022,107.9882
wilmar,MURINI SAM-SAM KANDIS,2023,160.4643
wilmar,MURINI SAM-SAM KANDIS,2024,235.3732
wilmar,MURINI SAM-SAM KANDIS,2025,234.5114
wilmar,KERRY SAWIT INDONESIA 2,2021,70.2092
wilmar,KERRY SAWIT INDONESIA 2,2022,39.0509
wilmar,KERRY SAWIT INDONESIA 2,2023,172.8296
wilmar,KERRY SAWIT INDONESIA 2,2024,145.4724
wilmar,KERRY SAWIT INDONESIA 2,2025,291.0465
wilmar,AGRO PALINDO SAKTI 2,2021,472.5024
wilmar,AGRO PALINDO SAKTI 2,2022,1007.4755
wilmar,AGRO PALINDO SAKTI 2,2023,903.8537
wilmar,AGRO PALINDO SAKTI 2,2024,864.9566
wilmar,AGRO PALINDO SAKTI 2,2025,761.5719
wilmar,MUSTIKA SEMBULUH 2,2021,166.0448
wilmar,MUSTIKA SEMBULUH 2,2022,144.3713
wilmar,MUSTIKA SEMBULUH 2,2023,363.6862
wilmar,MUSTIKA SEMBULUH 2,2024,233.4565
wilmar,MUSTIKA SEMBULUH 2,2025,532.8381
wilmar,DAYA LABUHAN INDAH I,2021,390.7174
wilmar,DAYA LABUHAN INDAH I,2022,284.5285
wilmar,DAYA LABUHAN INDAH I,2023,581.6237
wilmar,DAYA LABUHAN INDAH I,2024,680.7465
wilmar,DAYA LABUHAN INDAH I,2025,349.1545
wilmar,SARANA TITIAN PERMATA PKS 2,2021,19.8214
wilmar,SARANA TITIAN PERMATA PKS 2,2022,16.875
wilmar,SARANA TITIAN PERMATA PKS 2,2023,285.803
wilmar,SARANA TITIAN PERMATA PKS 2,2024,451.4135
wilmar,SARANA TITIAN PERMATA PKS 2,2025,160.2793
wilmar,AGRONUSA INVESTAMA 3 - SAMBAS,2021,413.0254
wilmar,AGRONUSA INVESTAMA 3 - SAMBAS,2022,927.4679
wilmar,AGRONUSA INVESTAMA 3 - SAMBAS,2023,460.1405
wilmar,AGRONUSA INVESTAMA 3 - SAMBAS,2024,416.5751
wilmar,AGRONUSA INVESTAMA 3 - SAMBAS,2025,506.372
wilmar,CALARO,2021,613.8215
wilmar,CALARO,2022,351.3747
wilmar,CALARO,2023,188.5679
wilmar,CALARO,2024,265.4838
wilmar,CALARO,2025,198.1817
wilmar,EYOP INDUSTRIES LTD,2021,302.5202
wilmar,EYOP INDUSTRIES LTD,2022,731.8767
wilmar,EYOP INDUSTRIES LTD,2023,983.3905
wilmar,EYOP INDUSTRIES LTD,2024,596.7758
wilmar,EYOP INDUSTRIES LTD,2025,1240.026
klk,KEKAYAAN PALM OIL MILL,2021,538.1882
klk,KEKAYAAN PALM OIL MILL,2022,825.0631
klk,KEKAYAAN PALM OIL MILL,2023,1419.3418
klk,KEKAYAAN PALM OIL MILL,2024,1162.9864
klk,KEKAYAAN PALM OIL MILL,2025,1290.7744
klk,BORNION,2021,1824.8936
klk,BORNION,2022,1234.4403
klk,BORNION,2023,1614.5686
klk,BORNION,2024,1018.41
klk,BORNION,2025,1075.6075
klk,RIMMER,2021,942.0229
klk,RIMMER,2022,1354.7192
klk,RIMMER,2023,1639.535
klk,RIMMER,2024,686.3241
klk,RIMMER,2025,422.4933
klk,LUNGMANIS,2021,1238.2187
klk,LUNGMANIS,2022,1490.7678
klk,LUNGMANIS,2023,1742.2833
klk,LUNGMANIS,2024,777.3721
klk,LUNGMANIS,2025,398.1248
klk,JERAM PADANG,2021,450.0425
klk,JERAM PADANG,2022,271.649
klk,JERAM PADANG,2023,599.3915
klk,JERAM PADANG,2024,660.9313
klk,JERAM PADANG,2025,719.0152
klk,MANDAU,2021,365.3065
klk,MANDAU,2022,68.3462
klk,MANDAU,2023,139.3395
klk,MANDAU,2024,311.5457
klk,MANDAU,2025,202.6174
klk,PINANG,2021,679.7778
klk,PINANG,2022,669.8473
klk,PINANG,2023,778.9487
klk,PINANG,2024,611.8773
klk,PINANG,2025,578.6229
klk,MILL 2,2021,750.7089
klk,MILL 2,2022,780.7391
klk,MILL 2,2023,983.805
klk,MILL 2,2024,915.0626
klk,MILL 2,2025,534.3343
klk,TAPUNG KANAN,2021,72.5343
klk,TAPUNG KANAN,2022,19.0922
klk,TAPUNG KANAN,2023,620.5028
klk,TAPUNG KANAN,2024,391.5203
klk,TAPUNG KANAN,2025,564.5821
klk,TANJONG MALIM,2021,335.9831
klk,TANJONG MALIM,2022,294.9062
klk,TANJONG MALIM,2023,494.0983
klk,TANJONG MALIM,2024,427.8841
klk,TANJONG MALIM,2025,762.7382
klk,BATU LINTANG,2021,702.3018
klk,BATU LINTANG,2022,608.3181
klk,BATU LINTANG,2023,643.7707
klk,BATU LINTANG,2024,579.2827
klk,BATU LINTANG,2025,534.3933
klk,TUAN MEE,2021,575.4915
klk,TUAN MEE,2022,293.7237
klk,TUAN MEE,2023,509.1594
klk,TUAN MEE,2024,639.8818
klk,TUAN MEE,2025,435.9788
klk,CHANGKAT CHERMIN,2021,614.2344
klk,CHANGKAT CHERMIN,2022,542.4031
klk,CHANGKAT CHERMIN,2023,956.0868
klk,CHANGKAT CHERMIN,2024,755.6414
klk,CHANGKAT CHERMIN,2025,1252.0144
klk,NILO 1,2021,843.5265
klk,NILO 1,2022,320.0934
klk,NILO 1,2023,474.5065
klk,NILO 1,2024,1031.7096
klk,NILO 1,2025,454.0276
klk,NILO 2,2021,348.1819
klk,NILO 2,2022,586.4699
klk,NILO 2,2023,371.0593
klk,NILO 2,2024,375.746
klk,NILO 2,2025,216.7378
klk,KUALA PERTANG,2021,386.8658
klk,KUALA PERTANG,2022,456.3814
klk,KUALA PERTANG,2023,524.1523
klk,KUALA PERTANG,2024,634.6406
klk,KUALA PERTANG,2025,582.2888
klk,STEELINDO WAHANA PERKASA,2021,980.9394
klk,STEELINDO WAHANA PERKASA,2022,573.6099
klk,STEELINDO WAHANA PERKASA,2023,1071.6474
klk,STEELINDO WAHANA PERKASA,2024,1265.3323
klk,STEELINDO WAHANA PERKASA,2025,961.0891
klk,PALOH KKS,2021,516.5093
klk,PALOH KKS,2022,969.7605
klk,PALOH KKS,2023,1364.8183
klk,PALOH KKS,2024,1248.1001
klk,PALOH KKS,2025,1155.9978
klk,PADANG BRAHRANG,2021,166.7236
klk,PADANG BRAHRANG,2022,75.9367
klk,PADANG BRAHRANG,2023,75.4388
klk,PADANG BRAHRANG,2024,145.1573
klk,PADANG BRAHRANG,2025,331.4785
klk,BERAU,2021,544.2144
klk,BERAU,2022,368.9268
klk,BERAU,2023,1045.6627
klk,BERAU,2024,646.4876
klk,BERAU,2025,844.5734
klk,PARIT SEMBADA,2021,879.3535
klk,PARIT SEMBADA,2022,495.6041
klk,PARIT SEMBADA,2023,821.1883
klk,PARIT SEMBADA,2024,749.0119
klk,PARIT SEMBADA,2025,652.3708
klk,JABON,2021,13.7641
klk,JABON,2022,360.3701
klk,JABON,2023,479.5523
klk,JABON,2024,1028.1962
klk,JABON,2025,771.5789
klk,STABAT,2021,521.6767
klk,STABAT,2022,208.8813
klk,STABAT,2023,247.6465
klk,STABAT,2024,726.2034
klk,STABAT,2025,449.2079
klk,KARYA MAKMUR ABADI,2021,425.4044
klk,KARYA MAKMUR ABADI,2022,155.0555
klk,KARYA MAKMUR ABADI,2023,293.4578
klk,KARYA MAKMUR ABADI,2024,202.7631
klk,KARYA MAKMUR ABADI,2025,189.6754
klk,SATU SEMBILAN DELAPAN,2021,231.9805
klk,SATU SEMBILAN DELAPAN,2022,422.6108
klk,SATU SEMBILAN DELAPAN,2023,1085.7962
klk,SATU SEMBILAN DELAPAN,2024,346.921
klk,SATU SEMBILAN DELAPAN,2025,442.3164
klk,MULIA AGRO PERMAI,2021,91.3735
klk,MULIA AGRO PERMAI,2022,117.3431
klk,MULIA AGRO PERMAI,2023,322.7405
klk,MULIA AGRO PERMAI,2024,212.8477
klk,MULIA AGRO PERMAI,2025,183.0284
klk,TANJUNG KELILING PALM OIL MILL,2021,277.7776
klk,TANJUNG KELILING PALM OIL MILL,2022,162.0817
klk,TANJUNG KELILING PALM OIL MILL,2023,238.6697
klk,TANJUNG KELILING PALM OIL MILL,2024,271.0943
klk,TANJUNG KELILING PALM OIL MILL,2025,133.1541
klk,MILL 1,2021,732.0951
klk,MILL 1,2022,775.3314
klk,MILL 1,2023,962.654
klk,MILL 1,2024,918.9544
klk,MILL 1,2025,523.3985
klk,PT KARYA MAKMUR ABADI,2021,242.8435
klk,PT KARYA MAKMUR ABADI,2022,805.0705
klk,PT KARYA MAKMUR ABADI,2023,746.1903
klk,PT KARYA MAKMUR ABADI,2024,720.0014
klk,PT KARYA MAKMUR ABADI,2025,679.4026
klk,PUTRA BONGAN JAYA,2021,102.4033
klk,PUTRA BONGAN JAYA,2022,126.5183
klk,PUTRA BONGAN JAYA,2023,367.5814
klk,PUTRA BONGAN JAYA,2024,270.4335
klk,PUTRA BONGAN JAYA,2025,671.9837
astraagro,AGRO NUSA ABADI,2021,200.0102
astraagro,AGRO NUSA ABADI,2022,475.0307
astraagro,AGRO NUSA ABADI,2023,1049.7102
astraagro,AGRO NUSA ABADI,2024,475.3042
astraagro,AGRO NUSA ABADI,2025,237.0881
astraagro,BORNEO INDAH MARJAYA,2021,113.397
astraagro,BORNEO INDAH MARJAYA,2022,127.176
astraagro,BORNEO INDAH MARJAYA,2023,342.873
astraagro,BORNEO INDAH MARJAYA,2024,186.5443
astraagro,BORNEO INDAH MARJAYA,2025,272.6334
astraagro,LETAWA,2021,1210.3149
astraagro,LETAWA,2022,492.4183
astraagro,LETAWA,2023,1304.4651
astraagro,LETAWA,2024,616.7541
astraagro,LETAWA,2025,781.806
astraagro,PASANGKAYU,2021,681.3517
astraagro,PASANGKAYU,2022,383.9302
astraagro,PASANGKAYU,2023,964.5001
astraagro,PASANGKAYU,2024,623.2506
astraagro,PASANGKAYU,2025,732.1009
astraagro,SURYARAYA LESTARI 2,2021,258.2516
astraagro,SURYARAYA LESTARI 2,2022,347.5301
astraagro,SURYARAYA LESTARI 2,2023,353.3514
astraagro,SURYARAYA LESTARI 2,2024,119.4447
astraagro,SURYARAYA LESTARI 2,2025,130.8758
astraagro,GUNUNG SEJAHTERA DUA INDAH,2021,661.5373
astraagro,GUNUNG SEJAHTERA DUA INDAH,2022,526.2208
astraagro,GUNUNG SEJAHTERA DUA INDAH,2023,1513.0541
astraagro,GUNUNG SEJAHTERA DUA INDAH,2024,1740.5251
astraagro,GUNUNG SEJAHTERA DUA INDAH,2025,639.3261
astraagro,PERKEBUNAN LEMBAH BHAKTI 1,2021,634.7392
astraagro,PERKEBUNAN LEMBAH BHAKTI 1,2022,441.6261
astraagro,PERKEBUNAN LEMBAH BHAKTI 1,2023,330.8398
astraagro,PERKEBUNAN LEMBAH BHAKTI 1,2024,668.8351
astraagro,PERKEBUNAN LEMBAH BHAKTI 1,2025,805.7712
astraagro,GUNUNG SEJAHTERA PUTI PESONA,2021,695.1957
astraagro,GUNUNG SEJAHTERA PUTI PESONA,2022,358.1785
astraagro,GUNUNG SEJAHTERA PUTI PESONA,2023,1195.4844
astraagro,GUNUNG SEJAHTERA PUTI PESONA,2024,902.1641
astraagro,GUNUNG SEJAHTERA PUTI PESONA,2025,1027.3504
astraagro,GUNUNG SEJAHTERA IBU PERTIWI,2021,1226.7522
astraagro,GUNUNG SEJAHTERA IBU PERTIWI,2022,751.4121
astraagro,GUNUNG SEJAHTERA IBU PERTIWI,2023,1852.4564
astraagro,GUNUNG SEJAHTERA IBU PERTIWI,2024,1980.2118
astraagro,GUNUNG SEJAHTERA IBU PERTIWI,2025,995.1713
astraagro,SUBUR AGRO MAKMUR,2021,26.7002
astraagro,SUBUR AGRO MAKMUR,2022,4.733
astraagro,SUBUR AGRO MAKMUR,2023,79.415
astraagro,SUBUR AGRO MAKMUR,2024,66.7982
astraagro,SUBUR AGRO MAKMUR,2025,92.3728
astraagro,TUNGGAL PERKASA PLANTATIONS,2021,1125.1694
astraagro,TUNGGAL PERKASA PLANTATIONS,2022,867.9477
astraagro,TUNGGAL PERKASA PLANTATIONS,2023,724.4573
astraagro,TUNGGAL PERKASA PLANTATIONS,2024,696.8761
astraagro,TUNGGAL PERKASA PLANTATIONS,2025,391.5142
astraagro,KIMIA TIRTA UTAMA,2021,115.1822
astraagro,KIMIA TIRTA UTAMA,2022,653.4418
astraagro,KIMIA TIRTA UTAMA,2023,265.555
astraagro,KIMIA TIRTA UTAMA,2024,316.4891
astraagro,KIMIA TIRTA UTAMA,2025,562.174
astraagro,SAWIT ASAHAN INDAH,2021,362.7902
astraagro,SAWIT ASAHAN INDAH,2022,291.0146
astraagro,SAWIT ASAHAN INDAH,2023,769.1798
astraagro,SAWIT ASAHAN INDAH,2024,605.7328
astraagro,SAWIT ASAHAN INDAH,2025,621.6589
astraagro,EKA DURA INDONESIA,2021,456.5347
astraagro,EKA DURA INDONESIA,2022,96.6526
astraagro,EKA DURA INDONESIA,2023,731.6405
astraagro,EKA DURA INDONESIA,2024,624.2337
astraagro,EKA DURA INDONESIA,2025,615.1293
astraagro,WARU KALTIM PLANTATION,2021,407.1448
astraagro,WARU KALTIM PLANTATION,2022,407.5889
astraagro,WARU KALTIM PLANTATION,2023,410.8224
astraagro,WARU KALTIM PLANTATION,2024,322.3684
astraagro,WARU KALTIM PLANTATION,2025,265.9129
astraagro,SURYARAYA LESTARI 1,2021,701.2399
astraagro,SURYARAYA LESTARI 1,2022,387.3954
astraagro,SURYARAYA LESTARI 1,2023,321.8952
astraagro,SURYARAYA LESTARI 1,2024,98.4092
astraagro,SURYARAYA LESTARI 1,2025,132.0878
astraagro,SARI ADITYA LOKA 1,2021,950.8288
astraagro,SARI ADITYA LOKA 1,2022,1425.4558
astraagro,SARI ADITYA LOKA 1,2023,1436.1899
astraagro,SARI ADITYA LOKA 1,2024,1159.3848
astraagro,SARI ADITYA LOKA 1,2025,650.8217
astraagro,ASTRA AGRO LESTARI 1,2021,591.1526
astraagro,ASTRA AGRO LESTARI 1,2022,609.7425
astraagro,ASTRA AGRO LESTARI 1,2023,704.5567
astraagro,ASTRA AGRO LESTARI 1,2024,268.8842
astraagro,ASTRA AGRO LESTARI 1,2025,417.3741
astraagro,KARYA TANAH SUBUR,2021,348.8841
astraagro,KARYA TANAH SUBUR,2022,316.0819
astraagro,KARYA TANAH SUBUR,2023,282.9881
astraagro,KARYA TANAH SUBUR,2024,411.5536
astraagro,KARYA TANAH SUBUR,2025,707.7576
astraagro,SUMBER KHARISMA PERSADA,2021,67.0489
astraagro,SUMBER KHARISMA PERSADA,2022,79.0683
astraagro,SUMBER KHARISMA PERSADA,2023,91.5725
astraagro,SUMBER KHARISMA PERSADA,2024,129.2769
astraagro,SUMBER KHARISMA PERSADA,2025,75.8948
astraagro,NIRMALA AGRO LESTARI,2021,247.6092
astraagro,NIRMALA AGRO LESTARI,2022,544.3063
astraagro,NIRMALA AGRO LESTARI,2023,323.6116
astraagro,NIRMALA AGRO LESTARI,2024,502.4862
astraagro,NIRMALA AGRO LESTARI,2025,375.3083
astraagro,SARI LEMBAH SUBUR 1,2021,699.4537
astraagro,SARI LEMBAH SUBUR 1,2022,497.3761
astraagro,SARI LEMBAH SUBUR 1,2023,1378.3583
astraagro,SARI LEMBAH SUBUR 1,2024,947.2145
astraagro,SARI LEMBAH SUBUR 1,2025,686.9567
astraagro,SURYA INDAH NUSANTARA PAGI,2021,281.4484
astraagro,SURYA INDAH NUSANTARA PAGI,2022,119.1321
astraagro,SURYA INDAH NUSANTARA PAGI,2023,246.3848
astraagro,SURYA INDAH NUSANTARA PAGI,2024,384.6419
astraagro,SURYA INDAH NUSANTARA PAGI,2025,218.8039
astraagro,SUKSES TANI SUBUR,2021,469.7825
astraagro,SUKSES TANI SUBUR,2022,483.1755
astraagro,SUKSES TANI SUBUR,2023,1334.1689
astraagro,SUKSES TANI SUBUR,2024,413.745
astraagro,SUKSES TANI SUBUR,2025,248.8758
astraagro,SARI LEMBAH SUBUR 2,2021,658.5222
astraagro,SARI LEMBAH SUBUR 2,2022,309.6697
astraagro,SARI LEMBAH SUBUR 2,2023,474.0751
astraagro,SARI LEMBAH SUBUR 2,2024,939.7476
astraagro,SARI LEMBAH SUBUR 2,2025,522.4182
astraagro,LESTARI TANI TELADAN,2021,973.1995
astraagro,LESTARI TANI TELADAN,2022,444.5615
astraagro,LESTARI TANI TELADAN,2023,1067.3826
astraagro,LESTARI TANI TELADAN,2024,584.4415
astraagro,LESTARI TANI TELADAN,2025,699.4268
astraagro,KARYANUSA EKA DAYA 1,2021,50.2997
astraagro,KARYANUSA EKA DAYA 1,2022,59.8939
astraagro,KARYANUSA EKA DAYA 1,2023,228.8414
astraagro,KARYANUSA EKA DAYA 1,2024,195.6215
astraagro,KARYANUSA EKA DAYA 1,2025,246.7987
astraagro,SARI ADITYA LOKA 2,2021,844.7415
astraagro,SARI ADITYA LOKA 2,2022,735.6617
astraagro,SARI ADITYA LOKA 2,2023,760.4741
astraagro,SARI ADITYA LOKA 2,2024,701.5855
astraagro,SARI ADITYA LOKA 2,2025,728.9867
astraagro,PERKEBUNAN LEMBAH BHAKTI 2,2021,379.2075
astraagro,PERKEBUNAN LEMBAH BHAKTI 2,2022,546.4829
astraagro,PERKEBUNAN LEMBAH BHAKTI 2,2023,317.2874
astraagro,PERKEBUNAN LEMBAH BHAKTI 2,2024,236.4819
astraagro,PERKEBUNAN LEMBAH BHAKTI 2,2025,376.7047
astraagro,LARAS ASTRA KARTIKA,2021,266.2899
astraagro,LARAS ASTRA KARTIKA,2022,113.6217
astraagro,LARAS ASTRA KARTIKA,2023,438.1735
astraagro,LARAS ASTRA KARTIKA,2024,427.1848
astraagro,LARAS ASTRA KARTIKA,2025,531.8159
astraagro,KARYANUSA EKA DAYA 2,2021,110.3578
astraagro,KARYANUSA EKA DAYA 2,2022,118.6912
astraagro,KARYANUSA EKA DAYA 2,2023,278.4401
astraagro,KARYANUSA EKA DAYA 2,2024,185.6583
astraagro,KARYANUSA EKA DAYA 2,2025,171.88
astraagro,CAKUNG PERMATA NUSA,2021,363.9291
astraagro,CAKUNG PERMATA NUSA,2022,176.9016
astraagro,CAKUNG PERMATA NUSA,2023,308.8249
astraagro,CAKUNG PERMATA NUSA,2024,217.84
astraagro,CAKUNG PERMATA NUSA,2025,254.801
astraagro,SAWIT JAYA ABADI,2021,212.7441
astraagro,SAWIT JAYA ABADI,2022,188.9505
astraagro,SAWIT JAYA ABADI,2023,579.1289
astraagro,SAWIT JAYA ABADI,2024,588.7045
astraagro,SAWIT JAYA ABADI,2025,689.7559
astraagro,TRIBUANA MAS,2021,16.0742
astraagro,TRIBUANA MAS,2022,10.3585
astraagro,TRIBUANA MAS,2023,151.4428
astraagro,TRIBUANA MAS,2024,161.272
astraagro,TRIBUANA MAS,2025,380.1506
ioi,PAMOL SABAH,2021,492.2898
ioi,PAMOL SABAH,2022,490.8712
ioi,PAMOL SABAH,2023,440.3623
ioi,PAMOL SABAH,2024,1021.7719
ioi,PAMOL SABAH,2025,344.6215
ioi,GOMALI,2021,468.2994
ioi,GOMALI,2022,533.3716
ioi,GOMALI,2023,1662.0568
ioi,GOMALI,2024,996.5731
ioi,GOMALI,2025,748.5924
ioi,PAMOL KLUANG,2021,736.5725
ioi,PAMOL KLUANG,2022,393.655
ioi,PAMOL KLUANG,2023,390.915
ioi,PAMOL KLUANG,2024,193.4509
ioi,PAMOL KLUANG,2025,326.5113
ioi,SAKILAN,2021,663.6002
ioi,SAKILAN,2022,674.3749
ioi,SAKILAN,2023,1531.1889
ioi,SAKILAN,2024,1123.3452
ioi,SAKILAN,2025,708.961
ioi,BATURONG,2021,698.7842
ioi,BATURONG,2022,1142.6103
ioi,BATURONG,2023,764.0297
ioi,BATURONG,2024,538.9398
ioi,BATURONG,2025,425.6162
ioi,BUKIT LEELAU,2021,1518.0207
ioi,BUKIT LEELAU,2022,1037.893
ioi,BUKIT LEELAU,2023,793.6968
ioi,BUKIT LEELAU,2024,367.2054
ioi,BUKIT LEELAU,2025,176.1238
ioi,MAYVIN,2021,391.2253
ioi,MAYVIN,2022,922.0765
ioi,MAYVIN,2023,1703.9844
ioi,MAYVIN,2024,2182.3691
ioi,MAYVIN,2025,863.0555
ioi,PUKIN,2021,44.2128
ioi,PUKIN,2022,35.1837
ioi,PUKIN,2023,118.1973
ioi,PUKIN,2024,383.0723
ioi,PUKIN,2025,201.3011
ioi,SYARIMO,2021,1040.4632
ioi,SYARIMO,2022,2133.95
ioi,SYARIMO,2023,3749.033
ioi,SYARIMO,2024,2536.458
ioi,SYARIMO,2025,2857.8532
ioi,LADANG SABAH,2021,503.4533
ioi,LADANG SABAH,2022,1425.2558
ioi,LADANG SABAH,2023,2046.6179
ioi,LADANG SABAH,2024,1584.6475
ioi,LADANG SABAH,2025,685.5891
ioi,LEEPANG,2021,1313.4427
ioi,LEEPANG,2022,1670.6677
ioi,LEEPANG,2023,1746.5774
ioi,LEEPANG,2024,3058.7157
ioi,LEEPANG,2025,1624.862
ioi,MORISEM,2021,1184.6137
ioi,MORISEM,2022,1312.6478
ioi,MORISEM,2023,1363.2344
ioi,MORISEM,2024,2301.9736
ioi,MORISEM,2025,1269.8263
ioi,UNICO,2021,710.0166
ioi,UNICO,2022,622.842
ioi,UNICO,2023,420.05
ioi,UNICO,2024,2025.18
ioi,UNICO,2025,1245.8409
ioi,UNICO DESA,2021,333.1287
ioi,UNICO DESA,2022,737.889
ioi,UNICO DESA,2023,1227.3093
ioi,UNICO DESA,2024,1458.0656
ioi,UNICO DESA,2025,754.2078
ioi,SUKSES KARYA SAWIT,2021,17.2617
ioi,SUKSES KARYA SAWIT,2022,55.5935
ioi,SUKSES KARYA SAWIT,2023,423.5203
ioi,SUKSES KARYA SAWIT,2024,586.7178
ioi,SUKSES KARYA SAWIT,2025,108.8762
musimmas,BATANG KULIM,2021,695.6514
musimmas,BATANG KULIM,2022,1214.8972
musimmas,BATANG KULIM,2023,1012.4508
musimmas,BATANG KULIM,2024,1691.0114
musimmas,BATANG KULIM,2025,1383.6738
musimmas,AGROWIRATAMA,2021,1713.61
musimmas,AGROWIRATAMA,2022,613.783
musimmas,AGROWIRATAMA,2023,1222.5597
musimmas,AGROWIRATAMA,2024,375.5856
musimmas,AGROWIRATAMA,2025,578.9506
musimmas,SUKAJADI SAWIT MEKAR 1,2021,142.1999
musimmas,SUKAJADI SAWIT MEKAR 1,2022,158.102
musimmas,SUKAJADI SAWIT MEKAR 1,2023,350.7246
musimmas,SUKAJADI SAWIT MEKAR 1,2024,219.8427
musimmas,SUKAJADI SAWIT MEKAR 1,2025,318.4645
musimmas,SUKAJADI SAWIT MEKAR 2,2021,97.6576
musimmas,SUKAJADI SAWIT MEKAR 2,2022,133.9176
musimmas,SUKAJADI SAWIT MEKAR 2,2023,283.2477
