company,mill_name,lat,lon,spearman_rho,spearman_p,precision,recall,iou,n_tiles
sipef,BAREMA PALM OIL MILL,-5.210444,151.129872,0.157,0.0,0.052,0.262,0.046,1681
sipef,UMBUL MAS WISESA,2.210808,100.271064,0.21,0.0,0.048,0.525,0.046,1681
sipef,SOUBRE,5.668856,-6.273887,0.184,0.0,0.05,0.233,0.043,1681
sipef,DENDYMARKER,-2.795033,102.944683,-0.036,0.14329,0.154,0.178,0.09,1681
sipef,BOLO,5.302021,-6.037097,0.015,0.53365,0.073,0.241,0.06,1681
firstresources,ARINDO TRI SEJAHTERA,0.580556,100.926111,0.112,0.0,0.113,0.518,0.103,1681
firstresources,MERIDAN SEJATI SURYA PLANTATION,0.5380278,101.729888,0.116,0.0,0.112,0.262,0.085,1681
firstresources,CILIANDRA PERKASA,0.1621,101.0549,0.157,0.0,0.186,0.236,0.116,1681
firstresources,SURYA INTISARI RAYA,0.629583,101.5685,0.126,0.0,0.116,0.395,0.098,1681
firstresources,PT SUBUR ARUMMAKMUR,0.819333,100.8875,0.173,0.0,0.148,0.579,0.133,1681
firstresources,PERDANA INTI SAWIT PERKASA 1,1.140183,100.494367,0.359,0.0,0.276,0.538,0.223,1681
firstresources,MURINI WOOD INDAH INDUSTRI,1.39375,101.30525,0.032,0.19292,0.064,0.194,0.051,1681
firstresources,SWADAYA MUKTI PRAKARSA,-1.082883,110.38345,0.23,0.0,0.116,0.487,0.104,1681
firstresources,MERIDAN SEJATI SURYA PLANTATION BANGSAL ACEH,1.7235,101.3789444,0.276,0.0,0.052,0.3,0.046,1681
firstresources,TAMBUSAI,1.157186,100.508333,0.35,0.0,0.266,0.571,0.222,1681
firstresources,SUBUR ARUM MAKMUR II,0.978389,100.7826,0.135,0.0,0.003,0.173,0.003,1681
firstresources,LIMPAH SEJAHTERA,-1.716225,110.354369,0.085,0.00051,0.032,0.197,0.028,1681
firstresources,PERDANA INTI SAWIT PERKASA 2,1.167333,100.704778,0.274,0.0,0.028,0.298,0.026,1681
firstresources,KETAPANG AGRO LESTARI,-0.875633,115.891653,0.185,0.0,0.076,0.425,0.069,1681
firstresources,UMEKA SARI PRATAMA,-2.1238,110.9809,0.223,0.0,0.196,0.4,0.151,1681
firstresources,SURYA DUMAI AGRINDO MILL,1.351417,102.067389,0.182,0.0,0.08,0.268,0.065,1681
